Priority,Business Name,Category,Suggested Roles to Pitch,Phone,Address,Maps,Status,Owner,Last Contact,Next Action,Notes
P1,Yum Yum Cha,asian_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",098100 02993,"Tuli House, 90, Phase IV, DLF Phase 2, Sector 24, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10879940551539383280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Aman General store,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",099715 31044,"25A, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4516020433496524441&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Bakegram Bakery and Cake Shop,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",089299 09299,"Ground Floor, Basant Complex, near Vishal Mega Mart, opposite Royal Rooms PG, Udyog Vihar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5122133576596245425&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Blissful Bites by Juhie,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",098917 46380,"14, V-2, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8652780845392911685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,CakeZone,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",073494 16166,"FIRST FLOOR, 832, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5810093109020599706&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Do Not Miss Out,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",097182 29973,"Shop No2, Sikanderpur Market, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14763682771868936299&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Harsh baker,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",079004 48541,"near tikona park, DLF Phase 2, Sector 25, Sarhol, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7020085316491892027&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Magnolia Bakery,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",077608 70826,"Shop No: 8C/GF/5, Ground Floor, Cyber Hub, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9409591544465172722&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Om Prakash Mandal,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",070656 88663,"5, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10481617225190059216&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Sun Sine Cakes,bakery,"Kitchen helper, dishwasher, waiter, delivery boy",095821 38997,"Shop No 1, 28, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16378000024798112566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,"Kamal Mahal, Welcomhotel New Delhi by ITC Hotels - Luxury Banquet near Airport & Gurgaon for Business & Social Events",banquet_hall,"Housekeeping, room boy, security guard, helper",099113 38833,"WelcomHotel by ITC, Gurgaon - Delhi Expy, near Toll Plaza, D Block, Kapas Hera, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=8082161296331227155&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Avanços Coffee Co. (Specialty Coffee Studio),cafe,"Kitchen helper, dishwasher, waiter, delivery boy",096190 51704,"Ground Floor, 378-379, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16350112867204062609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Cafe OMI,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",098110 08684,"The Aldott, 81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4956889282761145308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,"Chai Point - MD Regent Plaza, Gurgaon",cafe,"Kitchen helper, dishwasher, waiter, delivery boy",088801 41000,"Ground Floor JMD Regent Plaza, Mehrauli-Gurgaon Rd, near IndiGo Guru Dronacharya Metro, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10267535365122981093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Dadi Ki Rasoi,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",088003 19100,"Plot No. 402, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14511766266374384910&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Deepak Vyas,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",090791 61849,"Shop No.64, Main Market, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15855923030011707324&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Dunkin’ - RMZ Infinity,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",092052 16875,"RMZ Infinity, Plot No 15, nearby Apollo Pharmacy, Phase-4, Sector 18, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=10404451364558400551&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Fig at MG,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",084471 02226,"Ground Floor, TOWER-A, Global Gateway Towers, Unit 1, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=128419131791281617&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,First Coffee | DLF Atrium,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",092173 56974,"Tower 3, Ground Floor, DLF Phase III Atrium Place, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10105880570471587597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Jai Shree Ram Ram Laadu,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",090276 47678,"48, 48, Old Delhi Gurugram Rd, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6796375651052553343&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Mahinder Cafe,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",087507 06690,"Shop No 25, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16642768761289946661&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Mjöl Bake House,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",099539 09226,"Ground Floor, TOWER-A, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4740528216294227490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,On The Go | Cyberpark,cafe,"Kitchen helper, dishwasher, waiter, delivery boy",073032 39944,"Ground Floor, DLF Cyber Park, Block A, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16202259229296130249&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Chini Bowl,chinese_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",098711 60169,"Club, Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=6474910880470628567&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Dom Dang Restaurant,chinese_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",093196 47469,"LGF, shop no-112,u block, stop n shop market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=14820728808384984240&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Hudson Chopsticks,chinese_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",099589 41440,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11583655672066628149&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,VYANJAN 2.0,chinese_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",097111 10289,"Shop No. 1, near vatika, Saraswati Vihar, Maruti Housing Colony, market, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9189562411884709256&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,WOW China,chinese_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",070440 36673,"No FT/2, 1st Floor, Dlf Cyber Hub, DLF Cyber City, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=793057899166895305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,"The Floof Pet Bakery ( Gourmet Dog cakes and more , made to order)",dog_cafe,"Kitchen helper, dishwasher, waiter, delivery boy",097166 57130,"floor Sector 46, 1581, P-3, near amity school, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1566543514142475247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,A DOT by GNH,event_venue,"Banquet staff, helpers, security, housekeeping",096503 94476,"Golf Dr, behind The Leela Hotel, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4489396273289356953&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,As Fast Food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",081301 12845,"Sarhaul, Sector, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10209979967241544458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Ashok Fast Food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",079959 04620,"Shop No.28, Sector 21A, Sector 28, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6439421239740126621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,B. S. Food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",096674 21700,"a, 3-113, Nathupur, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=850088673982280414&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,BONABITE,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",097287 70606,"111, Basment Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3799031687496428702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Chinese Live Counter,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",095215 70040,"U 51, 2, Balveer Market, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17961440526549652215&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,DosTEA Cafe,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",079822 53585,"U-69/3, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12222226707622098187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,EATFIT,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",088824 00587,"832, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5685483780517332326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,"Golden Grillz - 309-310, Phase IV, Udyog Vihar,",fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",098919 22696,"309-310, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8782188392977460725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Hariram Pal,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",072177 32431,"shop no-3, Sec 25, Market, DLF Phase 2, Palam Vihar, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6287522835984097005&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Jitendra Kumar fast food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",085955 98382,"Sector 28A, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2012327491888487860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Midnight Rider,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",097115 38340,"V23/1-2, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=502434890569820150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Momo king,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",092201 27333,"01, Ram Maher Residency, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12453372086123602745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,PATIENCE Food Cafe,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",095480 20337,"Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1479882483586289900&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Rakesh Fast Food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",091997 31446,"5, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2993760005426452958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Sanjay Shop,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",094606 86268,"68, Near, Me Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5611481191263479301&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Sauth Indian Fast Food,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",076697 00320,"Shop No 99, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6799211231737307393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Subway Ambience Mall,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",073037 14346,"Ambience Mall 3, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1542245316527331220&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,TRANSPORT INDIA PASS,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",072900 00731,"Shaheed Ripon Katyal Marg, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15555307316125719225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Vikash Dosa Point,fast_food_restaurant,"Kitchen helper, dishwasher, waiter, delivery boy",099588 59069,"OFFICE, GLOBAL BUSINESS PARK, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17571728540080873100&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Balaji Biryani Stall,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",087886 11718,"Shop 1, Airtel Road, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11993921328430983343&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,BITHI,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",083481 91937,"Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10152054180956384353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,MD Sahajad Auto,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",089492 71955,"Shop No.22, Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2478207192834006617&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Narayan Fast Food,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",099582 14320,"Sec 21 Vaco, Binary Candor, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10222797787254170664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Piyush Mehta,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",095605 56901,"Sector 28A, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12255930580655549322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Rawal Service,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",081308 98804,"64, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Sector 14, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=3700950206804112234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Sandeep Golgape Wala,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",097617 20106,"Shop No 01, Phase II, DLF Phase 3, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13565846616790531463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,The Momos Mafia,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",093101 50591,"Plot no. 243, Udyog Vihar Phase V Rd, opposite to SP infocity, Rajiv Nagar, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1954573002371431105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,uday prajapati,food_court,"Kitchen helper, dishwasher, waiter, delivery boy",070658 28538,"Shop 3, Nathuram Market, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3279355096311184358&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Lohmod House Co-living PG,guest_house,"Housekeeping, room boy, security guard, helper",098106 07422,"T-14/9, Near Shani Mandir, Via City Club, DLF Phase 3, 122022, T Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4865957175350005790&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Tavisha Villa Golf Course Road MG road Gurgaon,guest_house,"Housekeeping, room boy, security guard, helper",099993 93158,"18, H-34 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17582597063564712555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,37 @ SIRIS ROAD,hotel,"Housekeeping, room boy, security guard, helper",098105 00332,"Block T, 37, Siris Rd, near City Club, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6230928968931805709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Aadhar Hotel-Best Hotel In Gurgaon-Best Guest House In Gurgaon-Luxury Rooms In Gurgaon,hotel,"Housekeeping, room boy, security guard, helper",099999 28884,"Metro Station, 26, J-10, near Sikanderpur Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17101845484185651715&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,ACE 7 Hotel and Residence,hotel,"Housekeeping, room boy, security guard, helper",070421 58001,"69A, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=1309749400194949465&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Anubhav Hotel Solutions,hotel,"Housekeeping, room boy, security guard, helper",098102 45112,"V, V, Block 13/9, DLF City Phase 3 Rd, near Police Station, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=12607933171394864818&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Casenora Girls Pg Paying Guest,hotel,"Housekeeping, room boy, security guard, helper",097183 90395,"Jcm 37 b, DLF Phase 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10840622480268537138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,FabHotel Balram International,hotel,"Housekeeping, room boy, security guard, helper",070747 47474,"L-28/1, Heritage City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1548648668318242269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,FabHotel Guru Kripa Residency,hotel,"Housekeeping, room boy, security guard, helper",070424 24242,"K-3/2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10119663619684360675&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Fuji Ryokan Corporate Stays,hotel,"Housekeeping, room boy, security guard, helper",098188 68200,"T, 27/4, 27/4, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7982654120543846969&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P1,Hotel Amazone Residency dlf phase 3 gurugram,hotel,"Housekeeping, room boy, security guard, helper",098712 37434,"37/8, near SHRI RAM SCHOOL, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=949030591530203101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
